cluster_id	rho_rp3v	rho_arc	delta_rp3v_minus_arc	label	parent_supertype	mfr	top_anat	top_anat_n	delta_arc_minus_rp3v
CS20230722_CLUS_4308	0.37803901158905007	0.3110641488435482	0.06697486274550185	4308 MARN-GRN Pyy Glut_1	CS20230722_SUPT_0969	0.64	Gigantocellular reticular nucleus	37.0	-0.06697486274550185
CS20230722_CLUS_3588	0.359359390695771	0.29238956342426303	0.06696982727150796	3588 PAG-RN Nkx2-2 Otx1 Gaba_5	CS20230722_SUPT_0827	1.22	Midbrain reticular nucleus	7.0	-0.06696982727150796
CS20230722_CLUS_3083	0.33082415328308995	0.2638548988939314	0.06696925438915857	3083 PAG Pou4f1 Bnc2 Glut_1	CS20230722_SUPT_0735	0.56	Midbrain reticular nucleus	72.0	-0.06696925438915857
CS20230722_CLUS_0537	0.2685882783565556	0.20161910365279756	0.06696917470375802	0537 OB-in Frmd7 Gaba_1	CS20230722_SUPT_0150	1.5	Main olfactory bulb, granule layer	557.0	-0.06696917470375802
CS20230722_CLUS_2797	0.3176440317014667	0.25067524996290447	0.06696878173856224	2797 PAG-SC Neurod2 Meis2 Glut_4	CS20230722_SUPT_0693	0.96	Nucleus of the posterior commissure	6.0	-0.06696878173856224
CS20230722_CLUS_1448	0.32947676958109495	0.26250843741145424	0.06696833216964071	1448 SI-MPO-LPO Lhx8 Gaba_4	CS20230722_SUPT_0399	1.04	Anterodorsal preoptic nucleus	36.0	-0.06696833216964071
CS20230722_CLUS_2630	0.3411256613703426	0.2741624691853867	0.06696319218495589	2630 PVT-PT Ntrk1 Glut_5	CS20230722_SUPT_0647	2.03	Parataenial nucleus	62.0	-0.06696319218495589
CS20230722_CLUS_1299	0.34526209851079287	0.2782994321085513	0.06696266640224158	1299 MEA-BST Lhx6 Nfib Gaba_3	CS20230722_SUPT_0359		Medial amygdalar nucleus	64.0	-0.06696266640224158
CS20230722_CLUS_4383	0.3419282073638655	0.2749661612014314	0.06696204616243406	4383 PGRN-PARN-MDRN Hoxb5 Glut_5	CS20230722_SUPT_0977	1.27	Spinal nucleus of the trigeminal, oral part	14.0	-0.06696204616243406
CS20230722_CLUS_4846	0.3629503272722356	0.2959915594577505	0.06695876781448507	4846 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1	CS20230722_SUPT_1088	0.79	Parvicellular reticular nucleus	12.0	-0.06695876781448507
CS20230722_CLUS_4815	0.36707922130080145	0.30012086055205883	0.06695836074874262	4815 PRP Otp Gly-Gaba_1	CS20230722_SUPT_1083	0.32	fourth ventricle	22.0	-0.06695836074874262
CS20230722_CLUS_0996	0.31009081519162507	0.24313466700165448	0.06695614818997059	0996 STR D1 Sema5a Gaba_2	CS20230722_SUPT_0282	0.82	Caudoputamen	420.0	-0.06695614818997059
CS20230722_CLUS_4896	0.3552799651949641	0.2883316732363168	0.06694829195864727	4896 MY Lhx1 Gly-Gaba_3	CS20230722_SUPT_1091	3.35	Pons	16.0	-0.06694829195864727
CS20230722_CLUS_4610	0.3202127562590433	0.25326722635775356	0.06694552990128971	4610 CS-RPO Meis2 Gaba_1	CS20230722_SUPT_1031	0.85	Superior central nucleus raphe	22.0	-0.06694552990128971
CS20230722_CLUS_0771	0.3655258387281441	0.2985812724123803	0.06694456631576379	0771 Sst Gaba_3	CS20230722_SUPT_0216	1.56	Field CA1, stratum oriens	94.0	-0.06694456631576379
CS20230722_CLUS_0892	0.34399953086541374	0.2770562530104968	0.06694327785491694	0892 NDB-SI-MA-STRv Lhx8 Gaba_4	CS20230722_SUPT_0247	1.04	Globus pallidus, external segment	700.0	-0.06694327785491694
CS20230722_CLUS_1405	0.3467084455159419	0.27976632828505604	0.06694211723088583	1405 CEA-BST Ebf1 Pdyn Gaba_8	CS20230722_SUPT_0391	0.54	Central amygdalar nucleus, medial part	23.0	-0.06694211723088583
CS20230722_CLUS_4793	0.3344365234682509	0.267495245181938	0.06694127828631291	4793 DTN-LDT-IPN Otp Pax3 Gaba_4	CS20230722_SUPT_1072	0.56	Dorsal tegmental nucleus	254.0	-0.06694127828631291
CS20230722_CLUS_1117	0.3471304986750625	0.28019304819143115	0.06693745048363137	1117 LSX Prdm12 Slit2 Gaba_1	CS20230722_SUPT_0317	0.61	Lateral septal nucleus, rostral (rostroventral) part	51.0	-0.06693745048363137
CS20230722_CLUS_1265	0.314678939086742	0.24774503792667169	0.06693390116007031	1265 MEA-BST Lhx6 Sp9 Gaba_7	CS20230722_SUPT_0353	1.86	Hypothalamus	23.0	-0.06693390116007031
CS20230722_CLUS_3794	0.325603885298339	0.25867089073213734	0.06693299456620166	3794 SCs Lef1 Gli3 Gaba_2	CS20230722_SUPT_0870	0.75	Superior colliculus, superficial gray layer	180.0	-0.06693299456620166
CS20230722_CLUS_3404	0.36101840537079055	0.29408597367558353	0.06693243169520702	3404 PPN-CUN-PCG Otp En1 Gaba_3	CS20230722_SUPT_0794	1.33	Laterodorsal tegmental nucleus	21.0	-0.06693243169520702
CS20230722_CLUS_3983	0.3298551102381131	0.26292423913368146	0.06693087110443163	3983 LDT-PCG Vsx2 Lhx4 Glut_2	CS20230722_SUPT_0907	0.92	Pontine central gray	14.0	-0.06693087110443163
CS20230722_CLUS_3425	0.3503056896024941	0.2833756402110245	0.06693004939146957	3425 MRN-VTN-PPN Pax5 Cdh23 Gaba_2	CS20230722_SUPT_0799	0.47	Pedunculopontine nucleus	46.0	-0.06693004939146957
CS20230722_CLUS_0496	0.345314979572688	0.27838532088961176	0.06692965868307621	0496 OB Eomes Ms4a15 Glut_5	CS20230722_SUPT_0134	1.7	Main olfactory bulb, granule layer	79.0	-0.06692965868307621
CS20230722_CLUS_2097	0.3397139242496799	0.2727853267434629	0.06692859750621699	2097 AVPV-MEPO-SFO Tbr1 Glut_5	CS20230722_SUPT_0523	0.79	Diagonal band nucleus	5.0	-0.06692859750621699
CS20230722_CLUS_3194	0.3277215638020332	0.2607941420753711	0.0669274217266621	3194 PAG Pou4f2 Mesi2 Glut_4	CS20230722_SUPT_0753	0.85	Superior colliculus, motor related, intermediate gray layer	13.0	-0.0669274217266621
CS20230722_CLUS_2565	0.3399753454926123	0.27305171080094703	0.06692363469166529	2565 MM-ant Foxb1 Glut_1	CS20230722_SUPT_0629	0.96	Hypothalamus	34.0	-0.06692363469166529
CS20230722_CLUS_3998	0.3355513318844286	0.26863040657619436	0.06692092530823424	3998 LDT-PCG Vsx2 Lhx4 Glut_4	CS20230722_SUPT_0909	1.13	Periaqueductal gray	5.0	-0.06692092530823424
CS20230722_CLUS_3653	0.3443311756700949	0.27741194094328925	0.06691923472680567	3653 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_4	CS20230722_SUPT_0837	2.12	Ventral part of the lateral geniculate complex	11.0	-0.06691923472680567
CS20230722_CLUS_0904	0.3707259882058927	0.30381073896382965	0.06691524924206305	0904 NDB-SI-MA-STRv Lhx8 Gaba_7	CS20230722_SUPT_0250	0.39	Striatum	71.0	-0.06691524924206305
CS20230722_CLUS_3747	0.29555668748790814	0.22864302549240917	0.06691366199549897	3747 SCs Pax7 Nfia Gaba_1	CS20230722_SUPT_0859	1.27	Superior colliculus, motor related, intermediate white layer	9.0	-0.06691366199549897
CS20230722_CLUS_4188	0.33808651303907455	0.2711833598326564	0.06690315320641815	4188 LDT Vsx2 Nkx6-1 Nfib Glut_1	CS20230722_SUPT_0948	0.96	Periaqueductal gray	14.0	-0.06690315320641815
CS20230722_CLUS_3166	0.34835833754489737	0.2814558231979952	0.06690251434690214	3166 PAG Pou4f2 Glut_3	CS20230722_SUPT_0747	1.04	Periaqueductal gray	27.0	-0.06690251434690214
CS20230722_CLUS_0984	0.31582569912336084	0.24892607279880313	0.0668996263245577	0984 STR D2 Gaba_5	CS20230722_SUPT_0278	0.92	Nucleus accumbens	200.0	-0.0668996263245577
CS20230722_CLUS_4794	0.3511848070763632	0.2842884893497487	0.06689631772661447	4794 DTN-LDT-IPN Otp Pax3 Gaba_4	CS20230722_SUPT_1072	1.04	Dorsal tegmental nucleus	41.0	-0.06689631772661447
CS20230722_CLUS_0459	0.318610520445217	0.2517210655997346	0.06688945484548237	0459 CT SUB Glut_2	CS20230722_SUPT_0121	0.69	Subiculum	174.0	-0.06688945484548237
CS20230722_CLUS_1270	0.3244677747168812	0.25757917948851355	0.06688859522836765	1270 MEA-BST Lhx6 Nr2e1 Gaba_1	CS20230722_SUPT_0354	0.89	Medial amygdalar nucleus	38.0	-0.06688859522836765
CS20230722_CLUS_1593	0.3578636524154692	0.290975084827285	0.06688856758818418	1593 RT-ZI Gnb3 Gaba_3	CS20230722_SUPT_0433	1.44	Reticular nucleus of the thalamus	438.0	-0.06688856758818418
CS20230722_CLUS_0877	0.3644769297259525	0.2975949766801197	0.06688195304583283	0877 NDB-SI-MA-STRv Lhx8 Gaba_2	CS20230722_SUPT_0245	1.33	Substantia innominata	71.0	-0.06688195304583283
CS20230722_CLUS_4412	0.32355345038728134	0.2566770713810138	0.06687637900626753	4412 SPVI-SPVC Tlx3 Ebf3 Glut_1	CS20230722_SUPT_0981	0.64	Spinal nucleus of the trigeminal, interpolar part	4.0	-0.06687637900626753
CS20230722_CLUS_4351	0.3453264310950412	0.27845283141804067	0.06687359967700052	4351 PGRN-PARN-MDRN Hoxb5 Glut_3	CS20230722_SUPT_0975	0.89	Spinal nucleus of the trigeminal, oral part	1.0	-0.06687359967700052
CS20230722_CLUS_0433	0.342018697653552	0.275154965278258	0.06686373237529397	0433 L6b CTX Glut_3	CS20230722_SUPT_0112	3.0	Secondary motor area, layer 6a	131.0	-0.06686373237529397
CS20230722_CLUS_3825	0.3342653501428904	0.26740562838972837	0.06685972175316202	3825 SCsg Gabrr2 Gaba_4	CS20230722_SUPT_0875	1.04	Superior colliculus, superficial gray layer	102.0	-0.06685972175316202
CS20230722_CLUS_4960	0.3239776764349344	0.2571189870101251	0.06685868942480933	4960 MY Prox1 Lmo7 Gly-Gaba_1	CS20230722_SUPT_1104	0.85	Parvicellular reticular nucleus	34.0	-0.06685868942480933
CS20230722_CLUS_1998	0.30742245615082364	0.24056827682134913	0.06685417932947452	1998 MEA-COA-BMA Ccdc42 Glut_1	CS20230722_SUPT_0505	2.7	Basomedial amygdalar nucleus, anterior part	135.0	-0.06685417932947452
CS20230722_CLUS_2098	0.35124426237896067	0.28439192732437035	0.06685233505459032	2098 AVPV-MEPO-SFO Tbr1 Glut_5	CS20230722_SUPT_0523	0.82	Medial preoptic area	6.0	-0.06685233505459032
CS20230722_CLUS_4595	0.3278343938685678	0.2609923410338659	0.06684205283470185	4595 MDRNd Bves Glut_1	CS20230722_SUPT_1023	1.33	Spinal nucleus of the trigeminal, interpolar part	23.0	-0.06684205283470185
CS20230722_CLUS_0732	0.35991464320471783	0.2930755197053293	0.06683912349938853	0732 Pvalb chandelier Gaba_1	CS20230722_SUPT_0204	1.0	Field CA1, stratum oriens	38.0	-0.06683912349938853
CS20230722_CLUS_5126	0.30487385181616017	0.2380374677783196	0.06683638403784056	5126 SPVI-SPVC Sall3 Nfib Gly-Gaba_1	CS20230722_SUPT_1136	0.32	Cerebellum	2.0	-0.06683638403784056
CS20230722_CLUS_2832	0.35551984095870964	0.2886865979504798	0.06683324300822985	2832 CUN Evx2 Lhx2 Glut_4	CS20230722_SUPT_0700	0.79	Periaqueductal gray	39.0	-0.06683324300822985
CS20230722_CLUS_1589	0.3514670073064513	0.2846380553106238	0.0668289519958275	1589 RT-ZI Gnb3 Gaba_2	CS20230722_SUPT_0432	5.67	Reticular nucleus of the thalamus	12.0	-0.0668289519958275
CS20230722_CLUS_3972	0.3311727197228076	0.2643459221114074	0.0668267976114002	3972 PB Pax5 Glut_2	CS20230722_SUPT_0905	1.5	Parabrachial nucleus	47.0	-0.0668267976114002
CS20230722_CLUS_2348	0.35437295400147245	0.2875526720569967	0.06682028194447576	2348 AHN-RCH-LHA Otp Fezf1 Glut_2	CS20230722_SUPT_0580	1.38	Anterior hypothalamic nucleus	121.0	-0.06682028194447576
CS20230722_CLUS_3270	0.33580036265478364	0.26898366191502515	0.06681670073975848	3270 SCiw Pitx2 Glut_1	CS20230722_SUPT_0767	2.03	Midbrain	8.0	-0.06681670073975848
CS20230722_CLUS_3007	0.33862202319270485	0.27180567614410733	0.06681634704859751	3007 PAG-SC Pou4f1 Zic1 Glut_1	CS20230722_SUPT_0730	1.5	Periaqueductal gray	45.0	-0.06681634704859751
CS20230722_CLUS_1220	0.3294369636444408	0.26262260278022653	0.06681436086421427	1220 MEA-BST Sox6 Gaba_6	CS20230722_SUPT_0342	1.33	Medial amygdalar nucleus	27.0	-0.06681436086421427
CS20230722_CLUS_0832	0.3486854098848514	0.28187210005954494	0.06681330982530648	0832 STR Prox1 Lhx6 Gaba_1	CS20230722_SUPT_0233	1.78	Medial amygdalar nucleus	65.0	-0.06681330982530648
CS20230722_CLUS_5200	0.3162127800369051	0.24939984534023807	0.06681293469666705	5200 CB Granule Glut_2	CS20230722_SUPT_1155	1.04	Paraflocculus	854.0	-0.06681293469666705
CS20230722_CLUS_3591	0.35213189655340843	0.2853216707800974	0.06681022577331103	3591 PAG-RN Nkx2-2 Otx1 Gaba_5	CS20230722_SUPT_0827	0.72	Periaqueductal gray	5.0	-0.06681022577331103
CS20230722_CLUS_4830	0.3425564347972966	0.2757465979112498	0.0668098368860468	4830 PRP Otp Gly-Gaba_3	CS20230722_SUPT_1085	0.43	Pons	8.0	-0.0668098368860468
CS20230722_CLUS_1578	0.3636615712174477	0.2968525496151464	0.06680902160230129	1578 TMv-PMv Tbx3 Hist-Gaba_2	CS20230722_SUPT_0430	1.27	Hypothalamus	35.0	-0.06680902160230129
CS20230722_CLUS_4863	0.3685391705325011	0.3017377692713283	0.06680140126117284	4863 MY Lhx1 Gly-Gaba_1	CS20230722_SUPT_1089	1.22	Pontine reticular nucleus, caudal part	110.0	-0.06680140126117284
CS20230722_CLUS_4460	0.3330442203129006	0.2662432693014596	0.06680095101144101	4460 CU-ECU-SPVI Foxb1 Glut_1	CS20230722_SUPT_0988	0.67	Medulla	5.0	-0.06680095101144101
CS20230722_CLUS_2822	0.3389140164547262	0.2721152250522814	0.06679879140244477	2822 CUN Evx2 Lhx2 Glut_2	CS20230722_SUPT_0698	0.56	Midbrain	85.0	-0.06679879140244477
CS20230722_CLUS_2830	0.32725796814994107	0.26046101016539336	0.06679695798454771	2830 CUN Evx2 Lhx2 Glut_3	CS20230722_SUPT_0699	0.37	Midbrain	11.0	-0.06679695798454771
CS20230722_CLUS_0693	0.36398796877048245	0.2971966659284854	0.06679130284199702	0693 RHP-COA Ndnf Gaba_3	CS20230722_SUPT_0195	0.96	Medial amygdalar nucleus	26.0	-0.06679130284199702
CS20230722_CLUS_4905	0.3462581656004415	0.27947121969572486	0.06678694590471662	4905 MY Lhx1 Gly-Gaba_4	CS20230722_SUPT_1092	2.03	Intermediate reticular nucleus	10.0	-0.06678694590471662
CS20230722_CLUS_0761	0.34650303712202835	0.2797184689379067	0.06678456818412165	0761 Sst Gaba_1	CS20230722_SUPT_0214	1.44	Secondary motor area, layer 6a	28.0	-0.06678456818412165
CS20230722_CLUS_4249	0.3646560609419759	0.29787192009514085	0.06678414084683504	4249 NTS Phox2b Glut_3	CS20230722_SUPT_0961	0.35	Nucleus of the solitary tract	16.0	-0.06678414084683504
CS20230722_CLUS_2451	0.3306586683611864	0.26387781761977525	0.06678085074141116	2451 STN-PSTN Pitx2 Glut_4	CS20230722_SUPT_0601	0.64	Parasubthalamic nucleus	39.0	-0.06678085074141116
CS20230722_CLUS_2116	0.3373294165819442	0.27055557832903726	0.06677383825290695	2116 ADP-MPO Trp73 Glut_1	CS20230722_SUPT_0527	0.85	Anterodorsal preoptic nucleus	11.0	-0.06677383825290695
CS20230722_CLUS_2625	0.37741824102297106	0.3106458304987091	0.06677241052426197	2625 PVT-PT Ntrk1 Glut_3	CS20230722_SUPT_0645	1.22	Paraventricular nucleus of the thalamus	224.0	-0.06677241052426197
CS20230722_CLUS_2106	0.3317287762227025	0.264962178707435	0.06676659751526753	2106 LHA Barhl2 Glut_2	CS20230722_SUPT_0525	1.7	Hypothalamus	49.0	-0.06676659751526753
CS20230722_CLUS_2048	0.3475939267665773	0.2808273466115916	0.06676658015498571	2048 COAa-PAA-MEA Barhl2 Glut_7	CS20230722_SUPT_0515	1.13	Anterior amygdalar area	22.0	-0.06676658015498571
CS20230722_CLUS_4001	0.34074719567884154	0.27398437687730715	0.0667628188015344	4001 LDT-PCG Vsx2 Lhx4 Glut_5	CS20230722_SUPT_0910	0.72	Pontine reticular nucleus, caudal part	59.0	-0.0667628188015344
CS20230722_CLUS_4797	0.31590317007835733	0.24914384962686661	0.06675932045149072	4797 DTN-LDT-IPN Otp Pax3 Gaba_5	CS20230722_SUPT_1073	0.69	Interpeduncular nucleus, rostral	19.0	-0.06675932045149072
CS20230722_CLUS_3031	0.34304822441880495	0.27629421897656314	0.0667540054422418	3031 PAG-SC Pou4f1 Zic1 Glut_2	CS20230722_SUPT_0731	0.85	Inferior colliculus, external nucleus	42.0	-0.0667540054422418
CS20230722_CLUS_2730	0.35047584315140157	0.28373294708499347	0.0667428960664081	2730 PRC-PAG Pax6 Glut_1	CS20230722_SUPT_0676	0.69	Periaqueductal gray	18.0	-0.0667428960664081
CS20230722_CLUS_1983	0.342779432270886	0.2760376555588968	0.06674177671198916	1983 LGv-ZI Otx2 Gaba_4	CS20230722_SUPT_0499	2.03	Ventral part of the lateral geniculate complex	6.0	-0.06674177671198916
CS20230722_CLUS_1791	0.3361706749307725	0.26942940354687994	0.06674127138389258	1791 DMH-LHA Gsx1 Gaba_1	CS20230722_SUPT_0470	1.22	Hypothalamus	19.0	-0.06674127138389258
CS20230722_CLUS_3190	0.34024791716973674	0.2735118945626944	0.06673602260704231	3190 PAG Pou4f2 Mesi2 Glut_3	CS20230722_SUPT_0752	0.79	Periaqueductal gray	149.0	-0.06673602260704231
CS20230722_CLUS_1156	0.34313418987359107	0.2764037298621075	0.06673046001148358	1156 LSX Prdm12 Zeb2 Gaba_1	CS20230722_SUPT_0326	0.92	Lateral septal nucleus, caudal (caudodorsal) part	143.0	-0.06673046001148358
CS20230722_CLUS_3838	0.34650882661613763	0.2797802828964826	0.06672854371965503	3838 SNc-VTA-RAmb Foxa1 Dopa_1	CS20230722_SUPT_0880	1.22	Midbrain	28.0	-0.06672854371965503
CS20230722_CLUS_4221	0.351666156442175	0.2849470234764771	0.06671913296569792	4221 PRP-NI-PRNc-GRN Otp Glut_4	CS20230722_SUPT_0958	0.45	Posterodorsal tegmental nucleus	41.0	-0.06671913296569792
CS20230722_CLUS_2529	0.32519838731642037	0.2584839128541727	0.06671447446224765	2529 PMd-LHA Foxb1 Glut_2	CS20230722_SUPT_0620	1.86	Posterior hypothalamic nucleus	49.0	-0.06671447446224765
CS20230722_CLUS_3567	0.36697326124553614	0.300258806623876	0.06671445462166015	3567 PAG-RN Nkx2-2 Otx1 Gaba_2	CS20230722_SUPT_0824	0.85	Periaqueductal gray	53.0	-0.06671445462166015
CS20230722_CLUS_2944	0.35459250561526595	0.2878788000675589	0.06671370554770706	2944 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2	CS20230722_SUPT_0719	0.67	Midbrain reticular nucleus	9.0	-0.06671370554770706
CS20230722_CLUS_0858	0.3719733712222268	0.30526192268914754	0.06671144853307925	0858 Sst Chodl Gaba_4	CS20230722_SUPT_0241	1.5	Piriform area	16.0	-0.06671144853307925
CS20230722_CLUS_5167	0.34803673334429863	0.2813272979365338	0.0667094354077648	5167 DCO Il22 Gly-Gaba_1	CS20230722_SUPT_1141	0.69	lateral recess	18.0	-0.0667094354077648
CS20230722_CLUS_3070	0.3384830791697836	0.27177393331253746	0.06670914585724613	3070 PAG-MRN Tfap2b Glut_1	CS20230722_SUPT_0733	1.78	Midbrain	11.0	-0.06670914585724613
CS20230722_CLUS_1581	0.34741388882277685	0.28070738064910383	0.06670650817367302	1581 RT-ZI Gnb3 Gaba_1	CS20230722_SUPT_0431	3.35	Reticular nucleus of the thalamus	105.0	-0.06670650817367302
CS20230722_CLUS_4490	0.3309508803448779	0.2642461813288661	0.06670469901601178	4490 MV-SPIV Zic4 Neurod2 Glut_1	CS20230722_SUPT_0997	0.39	Medial vestibular nucleus	53.0	-0.06670469901601178
CS20230722_CLUS_5077	0.3486861120028529	0.2819851829444944	0.0667009290583585	5077 NTS-PARN Neurod2 Gly-Gaba_1	CS20230722_SUPT_1130	1.04	Area postrema	8.0	-0.0667009290583585
CS20230722_CLUS_0044	0.3339507496942813	0.267251971078433	0.06669877861584828	0044 L6 IT CTX Glut_3	CS20230722_SUPT_0015	1.5	Orbital area, lateral part, layer 5	134.0	-0.06669877861584828
CS20230722_CLUS_0479	0.33519796351449543	0.2685022641448368	0.06669569936965863	0479 NP SUB Glut_2	CS20230722_SUPT_0128	1.44	Subiculum	266.0	-0.06669569936965863
CS20230722_CLUS_1024	0.3382125922414115	0.2715202747221103	0.06669231751930116	1024 IA Mgp Gaba_4	CS20230722_SUPT_0293	0.75	Main olfactory bulb, granule layer	49.0	-0.06669231751930116
CS20230722_CLUS_1400	0.35324636504873735	0.28655589702960127	0.06669046801913608	1400 CEA-BST Ebf1 Pdyn Gaba_5	CS20230722_SUPT_0388	1.04	Central amygdalar nucleus, medial part	18.0	-0.06669046801913608
CS20230722_CLUS_2124	0.3436656489501142	0.2769774882543146	0.06668816069579958	2124 ADP-MPO Trp73 Glut_2	CS20230722_SUPT_0528	0.59	Substantia innominata	9.0	-0.06668816069579958
CS20230722_CLUS_0776	0.3427583352368971	0.2760716591227628	0.06668667611413426	0776 Sst Gaba_4	CS20230722_SUPT_0217	1.38	Temporal association areas, layer 5	21.0	-0.06668667611413426
CS20230722_CLUS_0535	0.2836906786503799	0.217009701035915	0.0666809776144649	0535 OB-in Frmd7 Gaba_1	CS20230722_SUPT_0150	2.03	Main olfactory bulb, outer plexiform layer	910.0	-0.0666809776144649
CS20230722_CLUS_2933	0.3417973306389745	0.2751168376946673	0.06668049294430717	2933 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1	CS20230722_SUPT_0718	1.13	Midbrain	40.0	-0.06668049294430717
CS20230722_CLUS_3723	0.342724963224711	0.27604675901382214	0.06667820421088888	3723 SCs Dmbx1 Gaba_1	CS20230722_SUPT_0852	0.82	Superior colliculus, superficial gray layer	17.0	-0.06667820421088888
CS20230722_CLUS_4608	0.3390432703133095	0.27237093340655594	0.06667233690675356	4608 CS-RPO Meis2 Gaba_1	CS20230722_SUPT_1031	0.47	Superior central nucleus raphe	31.0	-0.06667233690675356
CS20230722_CLUS_4248	0.3677516974117365	0.30108101087581934	0.06667068653591718	4248 NTS Phox2b Glut_3	CS20230722_SUPT_0961	0.3	Nucleus of the solitary tract	22.0	-0.06667068653591718
CS20230722_CLUS_4627	0.33606842536496623	0.26940049931831955	0.06666792604664667	4627 CS-RPO Meis2 Gaba_4	CS20230722_SUPT_1034	1.08	Superior central nucleus raphe	3.0	-0.06666792604664667
CS20230722_CLUS_2577	0.3271156196180727	0.2604486539140049	0.06666696570406777	2577 MM Foxb1 Glut_2	CS20230722_SUPT_0631	1.5	Medial mammillary nucleus, lateral part	47.0	-0.06666696570406777
CS20230722_CLUS_3259	0.3404499163326502	0.27378306809436864	0.06666684823828156	3259 SCdg-PAG Tfap2b Glut_1	CS20230722_SUPT_0766	1.0	Periaqueductal gray	68.0	-0.06666684823828156
CS20230722_CLUS_0181	0.318847785308439	0.252186977371516	0.06666080793692297	0181 IT AON-TT-DP Glut_4	CS20230722_SUPT_0049	0.79	Anterior olfactory nucleus	504.0	-0.06666080793692297
CS20230722_CLUS_1288	0.34083738092274724	0.27417674800930675	0.06666063291344049	1288 MEA-BST Lhx6 Nfib Gaba_1	CS20230722_SUPT_0357	2.33	Bed nuclei of the stria terminalis	15.0	-0.06666063291344049
CS20230722_CLUS_2054	0.34090485129473347	0.2742452705814358	0.0666595807132977	2054 MS-SF Bsx Glut_1	CS20230722_SUPT_0518	0.64	Medial septal nucleus	16.0	-0.0666595807132977
CS20230722_CLUS_0823	0.3584187351789342	0.2917611048554132	0.06665763032352101	0823 Sst Gaba_17	CS20230722_SUPT_0230	1.13	Basolateral amygdalar nucleus, anterior part	28.0	-0.06665763032352101
CS20230722_CLUS_1069	0.3873351763801581	0.3206778126954236	0.06665736368473446	1069 LSX Otx2 Gaba_5	CS20230722_SUPT_0305	0.67	Lateral septal nucleus, rostral (rostroventral) part	128.0	-0.06665736368473446
CS20230722_CLUS_4821	0.3481719862289836	0.28151745070015155	0.06665453552883205	4821 PRP Otp Gly-Gaba_1	CS20230722_SUPT_1083	0.59	Medial vestibular nucleus	13.0	-0.06665453552883205
CS20230722_CLUS_2166	0.35171138701270244	0.2850577827340006	0.06665360427870182	2166 SI-MA-LPO-LHA Skor1 Glut_4	CS20230722_SUPT_0533	0.67	Substantia innominata	31.0	-0.06665360427870182
CS20230722_CLUS_2610	0.35030972020800305	0.2836575091466959	0.06665221106130714	2610 LH Pou4f1 Sox1 Glut_4	CS20230722_SUPT_0640	0.64	Precommissural nucleus	9.0	-0.06665221106130714
CS20230722_CLUS_2734	0.33115881649172574	0.26450945416580285	0.06664936232592289	2734 PRC-PAG Pax6 Glut_2	CS20230722_SUPT_0677	1.22	Precommissural nucleus	7.0	-0.06664936232592289
CS20230722_CLUS_1871	0.3755289533406726	0.30888388025125	0.06664507308942258	1871 PVpo-VMPO-MPN Hmx2 Gaba_1	CS20230722_SUPT_0482	1.04	Medial preoptic area	68.0	-0.06664507308942258
CS20230722_CLUS_1207	0.31785657103984843	0.25121388389821186	0.06664268714163657	1207 MEA-BST Sox6 Gaba_4	CS20230722_SUPT_0340	1.17	Medial amygdalar nucleus	27.0	-0.06664268714163657
CS20230722_CLUS_0312	0.31039536862326517	0.2437545826706373	0.06664078595262787	0312 CA3 Glut_3	CS20230722_SUPT_0077	3.0	Field CA3, stratum oriens	113.0	-0.06664078595262787
CS20230722_CLUS_2511	0.32383764146788996	0.25720197162576325	0.06663566984212671	2511 PH-LHA Foxb1 Glut_3	CS20230722_SUPT_0614	1.17	Lateral hypothalamic area	10.0	-0.06663566984212671
CS20230722_CLUS_2158	0.33253208473211227	0.26589721997087856	0.0666348647612337	2158 SI-MA-LPO-LHA Skor1 Glut_3	CS20230722_SUPT_0532	2.33	Lateral hypothalamic area	34.0	-0.0666348647612337
CS20230722_CLUS_0898	0.35682246692068925	0.29019015166837536	0.06663231525231389	0898 NDB-SI-MA-STRv Lhx8 Gaba_5	CS20230722_SUPT_0248	1.78	Diagonal band nucleus	54.0	-0.06663231525231389
CS20230722_CLUS_1154	0.33680621889813533	0.2701747870074536	0.06663143189068171	1154 LSX Prdm12 Zeb2 Gaba_1	CS20230722_SUPT_0326	0.64	Lateral septal nucleus, rostral (rostroventral) part	232.0	-0.06663143189068171
CS20230722_CLUS_4257	0.35591335628446313	0.28929940735669674	0.0666139489277664	4257 NTS Phox2b Glut_4	CS20230722_SUPT_0962	0.52	Nodulus (X)	11.0	-0.0666139489277664
CS20230722_CLUS_5163	0.3157895703435857	0.24917634838106906	0.06661322196251662	5163 SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2	CS20230722_SUPT_1139	1.94	Spinal nucleus of the trigeminal, interpolar part	33.0	-0.06661322196251662
CS20230722_CLUS_3809	0.34382208584712737	0.2772110417480619	0.06661104409906549	3809 SCsg Gabrr2 Gaba_2	CS20230722_SUPT_0873	1.17	Superior colliculus, superficial gray layer	80.0	-0.06661104409906549
